unit,group,model,how,n,goals,logloss,brier,MCB,DSC,UNC,ICI,auc,cal_int,cal_slope,obs_exp
Serie A 2015/2016,men_club,GLM_LOC,recal,9107,801,0.24399186542989096,0.06856439701489457,0.0017365302778369618,0.013390491558481502,0.08021835829553911,0.023159849918288684,0.8103656397478111,0.03190798856138386,1.426040560086688,1.027097273738779
Serie A 2015/2016,men_club,GLM_GEO,none,9107,801,0.22552923976802783,0.06385980548298496,0.0008388075144722673,0.017197360327026415,0.08021835829553911,0.014143576602268565,0.8418954996358091,-0.04381020712204125,1.1244403800114418,0.9675768811353141
Serie A 2015/2016,men_club,GLM_GEO,recal,9107,801,0.22955888872302102,0.0649054961887947,0.0018844982202819993,0.017197360327026415,0.08021835829553911,0.026544918739450366,0.8418954996358091,0.002722110763452265,1.4014283770898193,1.0021957286562493
Serie A 2015/2016,men_club,GBM_LOC,none,9107,801,0.238912201037825,0.06731919516610112,0.0008659825982070962,0.01376514572764509,0.08021835829553911,0.012196959640494751,0.8142681779006676,0.04905214380954767,1.1590070919511395,1.0399766702374773
Serie A 2015/2016,men_club,GBM_LOC,recal,9107,801,0.2415535505566316,0.0680032709444778,0.001550058376583785,0.01376514572764509,0.08021835829553911,0.020269839294402,0.8142681779006676,0.03671372323002957,1.361566022531607,1.0309312207704586
Serie A 2015/2016,men_club,GBM_GEO,none,9107,801,0.22460539935998072,0.06359966250046795,0.0009474473896024238,0.017566143184673588,0.08021835829553911,0.01152301107862644,0.8430800591483134,-0.029882485636366963,1.0852113005135364,0.9781426665553464
Serie A 2015/2016,men_club,GBM_GEO,recal,9107,801,0.2298065730079057,0.06489181794420847,0.0022396028333429435,0.017566143184673588,0.08021835829553911,0.026399337524376218,0.8430800591483134,0.008551414385974666,1.4330521039824977,1.0069566696358876
Serie A Women 2023/2024,women_club,GLM_LOC,none,3272,317,0.2660390036863667,0.07577936547989013,0.0015139336208763593,0.013230962680712777,0.08749639453972655,0.015795392116802837,0.7893892082606073,-0.09286553203955975,1.0829351351102177,0.9292495324387362
Serie A Women 2023/2024,women_club,GLM_LOC,recal,3272,317,0.26951987184127185,0.07625277736488813,0.0019873455058743578,0.013230962680712777,0.08749639453972655,0.025317978421560184,0.7893892082606073,-0.14571337726995154,1.362521711834445,0.8866846623459662
Serie A Women 2023/2024,women_club,GLM_GEO,none,3272,317,0.25442059657495975,0.07288318962245485,0.0014415808277628978,0.01605478574503459,0.08749639453972655,0.01489442338136634,0.811825115961291,0.08346428657742251,1.0394052228038728,1.0656312287456748
Serie A Women 2023/2024,women_club,GLM_GEO,recal,3272,317,0.2549229096012946,0.07284386057061282,0.0014022517759208625,0.01605478574503459,0.08749639453972655,0.017388194869667237,0.811825115961291,-0.08184050721556384,1.1187002185807384,0.938876760722407
