group,model,n,goals,logloss,brier,MCB,DSC,UNC,ICI,auc,cal_int,cal_slope,obs_exp,design,split
men_club,statsbomb_xg,38613,3751,0.2497462775367109,0.07095541337230339,0.0003896808561875964,0.01714086687878874,0.08770659939490454,0.00965863647156017,0.8200682177866371,0.043972078463209024,1.0454523716534745,1.0330678040902734,cross,women_club
men_intl,GLM_LOC,7184,654,0.2652193353979052,0.0740126996812497,0.0010408710171561364,0.009776319286561433,0.082748147950655,0.011567505228956523,0.7696007839611111,-0.09516932815160221,0.9315007513024515,0.9273454591052805,cross,women_club
men_intl,GLM_GEO,7184,654,0.2522963783868892,0.07047964584480058,0.0011385383697947588,0.013407040475649168,0.082748147950655,0.012928522463176554,0.7988071989547185,-0.14565650835958097,0.9344119813842973,0.8962450495101969,cross,women_club
men_intl,GBM_LOC,7184,654,0.2614889694269082,0.0735817256870411,0.001014495670899257,0.010180917934513145,0.082748147950655,0.010615809948138249,0.7727695276095743,-0.08917789905851416,1.0182877543556084,0.9308026250630901,cross,women_club
men_intl,GBM_GEO,7184,654,0.24957639923074512,0.07041540748487457,0.0009619207766209115,0.013294661242401334,0.082748147950655,0.011469099077370424,0.800188497220544,-0.1296869470010877,0.9648652693934758,0.9069355216895938,cross,women_club
men_intl,statsbomb_xg,7184,654,0.24670445312295744,0.06886649855933276,0.0008148707175530123,0.014696520108875247,0.082748147950655,0.011713351204443074,0.7999530513133923,-0.04008950168374286,1.0178725264230246,0.9699815822294949,cross,women_club
women_intl,GLM_LOC,4521,428,0.2685934310093238,0.07558346110815042,0.001148891026203483,0.011272470536238269,0.08570704061818521,0.013932041969189348,0.7808841628401351,-0.13491311634312614,0.9838832108281189,0.8993569111416091,cross,women_club
women_intl,GLM_GEO,4521,428,0.24882179845139146,0.06984914510394445,0.0012271267447018647,0.017085022258942623,0.08570704061818521,0.011494330717170776,0.8179819203518203,-0.07858187625929548,1.0194409127960429,0.9431942291982857,cross,women_club
women_intl,GBM_LOC,4521,428,0.26581326871456,0.07520035394232193,0.0014149024038615093,0.011921589079724793,0.08570704061818521,0.015863047530869243,0.7790503389648613,-0.1320922213288407,1.043894885980469,0.9004010601540297,cross,women_club
women_intl,GBM_GEO,4521,428,0.24587825891791246,0.0694708688412668,0.0013747532757399095,0.01761092505265832,0.08570704061818521,0.014811558705575404,0.8179899121134556,-0.09352547695154119,1.0502146878268506,0.9327730175026911,cross,women_club
women_intl,statsbomb_xg,4521,428,0.24740215968352428,0.06974169211202616,0.0012804166977277293,0.01724576520388678,0.08570704061818521,0.013998935967145692,0.8158281405910707,0.0037806771191498056,1.1205091690574545,1.0028931349940269,cross,women_club
men_club,GLM_LOC,38613,3751,0.26973163700995517,0.07637275394516842,0.000753438376062246,0.012087283825798364,0.08770659939490454,0.016737582318949222,0.7823736438148838,0.23779656771500848,0.9675374238055475,1.20633649559657,cross,women_intl
men_club,GLM_GEO,38613,3751,0.2566329952585335,0.07291912133199147,0.0006628892128980185,0.015450367275811089,0.08770659939490454,0.011928740561529977,0.8089122192432084,-0.06730625681318839,0.8567070084205243,0.9536966771067367,cross,women_intl
men_club,GBM_LOC,38613,3751,0.2725491599456874,0.0773588424696983,0.0006633435347454947,0.011011100459951725,0.08770659939490454,0.015507921280243949,0.7756758295697668,0.21350303264892728,0.9715079285281186,1.186108961406384,cross,women_intl
men_club,GBM_GEO,38613,3751,0.25829026725905746,0.07332538796302362,0.0007136779469249233,0.015094889378805834,0.08770659939490454,0.01315131263422328,0.8050746332253762,-0.032564958229830916,0.8443545498667121,0.9774783454770248,cross,women_intl
men_club,statsbomb_xg,38613,3751,0.2497462775367109,0.07095541337230339,0.0003896808561875964,0.01714086687878874,0.08770659939490454,0.00965863647156017,0.8200682177866371,0.043972078463209024,1.0454523716534745,1.0330678040902734,cross,women_intl
men_intl,GLM_LOC,7184,654,0.26494608243623496,0.07372940904635006,0.0008630889783789453,0.00988182788268388,0.082748147950655,0.010311673864966254,0.7657212535884719,0.053091357210675594,0.8724124711534187,1.042784392001146,cross,women_intl
