model,score,MCB,DSC,UNC,unit_mean_MCB_log,unit_mean_MCB_brier
GLM_LOC,0.2748912736422008,0.0012083217576745464,0.05196471147741755,0.3256476633619438,0.009022242991960487,0.0021486635660474636
GLM_GEO,0.25962999322103764,0.0010291451582178923,0.06704681529912404,0.3256476633619438,0.00904784760504645,0.002088042593526365
GBM_LOC,0.2724555547012253,0.0007511854934008078,0.0539432941541193,0.3256476633619438,0.008864805001757462,0.0021163486120991774
GBM_GEO,0.2573544613378131,0.0007497142537577495,0.06904291627788844,0.3256476633619438,0.009220053069201846,0.0021468915132155106
statsbomb_xg,0.259054810487369,0.0015442265744002315,0.06813707944897501,0.3256476633619438,0.008970753983454262,0.0020374739109825656
