design,split,model,n,goals,logloss,brier,MCB,DSC,UNC,ICI,auc,cal_int,cal_slope,obs_exp
loco,FA Women's Super League 2018/2019,GLM_GEO,2696,285,0.305172687926449,0.0863859085769449,0.0041916683353411255,0.012342863853703923,0.0945371040953077,0.027562097059531204,0.7642821279661203,-0.18636795101638995,0.6537246918708215,0.8782325662229915
loco,FA Women's Super League 2018/2019,GBM_LOC,2696,285,0.2957114142194079,0.08581466138812188,0.002689479990498206,0.011411922697684027,0.0945371040953077,0.019895429871366662,0.7659746629119459,-0.13680252170234236,0.8011198432584025,0.9032217477961396
loco,FA Women's Super League 2018/2019,GBM_GEO,2696,285,0.2975140472685258,0.08628207785233623,0.003437989595357474,0.011693015838328949,0.0945371040953077,0.025118097655229953,0.7673790448747333,-0.14904307780216025,0.7200332801582896,0.9002146937010143
loco,FA Women's Super League 2018/2019,statsbomb_xg,2696,285,0.2921544652227948,0.08358746292281491,0.0018982440392358163,0.01284788521172861,0.0945371040953077,0.016979596979096383,0.7655147823935616,0.034978991057863215,0.8466802698302253,1.0268322469690694
loco,FA Women's Super League 2019/2020,GLM_LOC,2129,228,0.29088644302012706,0.08473319780569391,0.00192289879430306,0.012813422346643025,0.09562372135803388,0.013213621810950423,0.7762696457081684,-0.03265367500889987,0.8746444334300485,0.9758388375796746
loco,FA Women's Super League 2019/2020,GLM_GEO,2129,228,0.2796533037181304,0.0812444852696409,0.001851890755245833,0.01623112684363881,0.09562372135803388,0.013622896569274099,0.8021378406563489,0.08488551707821824,0.8675586813039246,1.0629945516666788
loco,FA Women's Super League 2019/2020,GBM_LOC,2129,228,0.28763585806567843,0.08389992142565077,0.002144744800388787,0.013868544732771895,0.09562372135803388,0.013712929781236618,0.7849389056544569,-0.0380052490390856,0.8945770847029294,0.9719241795464166
loco,FA Women's Super League 2019/2020,GBM_GEO,2129,228,0.2788611081632044,0.08111621635215951,0.001803479332079555,0.016310984337953915,0.09562372135803388,0.01432229945223848,0.8043204407652483,0.0700997782974286,0.8677868057840061,1.0512610528502864
loco,FA Women's Super League 2019/2020,statsbomb_xg,2129,228,0.2828579645068066,0.08130038705913249,0.0018919348781154671,0.01621526917701685,0.09562372135803388,0.014110332035351112,0.7914209511152948,0.059767293662699575,0.8878353162514927,1.0444913191469687
loco,FA Women's Super League 2020/2021,GLM_LOC,3117,356,0.3042253597973922,0.08768580441168912,0.0015961688035327493,0.015078279503165135,0.1011679151113215,0.01672850740154874,0.763291064546716,-0.057820661567059964,0.9232602137121958,0.9573641822435165
loco,FA Women's Super League 2020/2021,GLM_GEO,3117,356,0.28585137697141305,0.08235930525118991,0.002072078524950019,0.020880688385081614,0.1011679151113215,0.016751269526730755,0.7977731566074823,0.03359197109679672,0.9676693240658805,1.0246137510356286
loco,FA Women's Super League 2020/2021,GBM_LOC,3117,356,0.2991349692692331,0.08663348448387148,0.0016769198524095447,0.016211350479859568,0.1011679151113215,0.015255651900250623,0.7779708540709481,-0.057184555821597226,0.9642756174601381,0.957876735273198
loco,FA Women's Super League 2020/2021,GBM_GEO,3117,356,0.285024770827601,0.08193622582149354,0.001481426611925768,0.02071311590175373,0.1011679151113215,0.012847094287320388,0.7992717587260763,0.0296554740299154,0.9726040646136613,1.0216299082317437
loco,FA Women's Super League 2020/2021,statsbomb_xg,3117,356,0.2839175778182423,0.08084740577680861,0.0016763833717379911,0.02199689270625088,0.1011679151113215,0.014844532979212243,0.7997662058609282,0.02929754076713098,1.0371783844897589,1.0216199508935677
loco,FA Women's Super League 2023/2024,GLM_LOC,3441,399,0.3201701084563056,0.09237364497429301,0.001884951773290372,0.01202048695814796,0.1025091801591506,0.018674176934358983,0.7303375137383233,-0.050656399944564716,0.8793805777678421,0.9614576740491688
loco,FA Women's Super League 2023/2024,GLM_GEO,3441,399,0.30010752369437255,0.08713150820468313,0.0016672429188224897,0.017044914873289962,0.1025091801591506,0.018001432095563593,0.7775479131754436,0.0985107075651002,0.9469299674504948,1.0762186674302356
loco,FA Women's Super League 2023/2024,GBM_LOC,3441,399,0.3175615865228641,0.09202331668595158,0.0018082222846520363,0.012294085757851056,0.1025091801591506,0.017281322079122856,0.737883910960834,-0.05964030110733739,0.8851716109419446,0.9550791361909357
loco,FA Women's Super League 2023/2024,GBM_GEO,3441,399,0.296860779006496,0.08636681474853085,0.0019084763091562207,0.018050841719775973,0.1025091801591506,0.017497409000540684,0.785134268939937,0.0958309271509616,0.9647101762600296,1.0735130708031386
loco,FA Women's Super League 2023/2024,statsbomb_xg,3441,399,0.30059724395291154,0.08666002395480783,0.0016103361184403031,0.01745949232278307,0.1025091801591506,0.013984686767749053,0.7750292891993298,0.09394439855292917,0.9932724567597876,1.0731555537943072
loco,FIFA World Cup 2018,GLM_LOC,1556,129,0.2489473711391648,0.06851987068014735,0.003573276896541508,0.011085070691252225,0.07603166447485807,0.02631977254700813,0.7697152914717817,-0.27383209109764906,0.8453694889114401,0.8113401589896404
loco,FIFA World Cup 2018,GLM_GEO,1556,129,0.24004306140545434,0.0652409903028525,0.0031946609572328505,0.013985335129238413,0.07603166447485807,0.024870676793747205,0.7831141387308985,-0.2613589495833942,0.8341042224393798,0.826171448493574
loco,FIFA World Cup 2018,GBM_LOC,1556,129,0.24233138373806246,0.06685995673203973,0.0028528271418823,0.012024534884700636,0.07603166447485807,0.024699374487742915,0.7841598626706431,-0.24474644252380057,0.9187179249467514,0.8278266969733559
loco,FIFA World Cup 2018,GBM_GEO,1556,129,0.23476881039758926,0.06433909756359947,0.002435484181260321,0.014128051092518919,0.07603166447485807,0.018984787323078716,0.7921752687646333,-0.21928764051531754,0.9227547519463194,0.8491985619435337
loco,FIFA World Cup 2018,statsbomb_xg,1556,129,0.23566720339023206,0.06381885264565011,0.0020363376713119358,0.014249149500519892,0.07603166447485807,0.02248580565267081,0.789241809401194,-0.16652701545057585,0.965989315361516,0.8804901298874088
loco,FIFA World Cup 2022,GLM_LOC,1382,150,0.2796450070731159,0.08145201498792691,0.0024012782440561847,0.017707040005361177,0.0967577767492319,0.01909383768751398,0.8048863636363637,0.0576133087317284,1.140116553078052,1.0457874333526511
loco,FIFA World Cup 2022,GLM_GEO,1382,150,0.2647820052128938,0.07713829436655154,0.003242103500181351,0.022861585882861718,0.0967577767492319,0.0220693440870725,0.8295833333333333,0.11544747556630895,1.0985404261584595,1.0893713430420608
loco,FIFA World Cup 2022,GBM_LOC,1382,150,0.28177062021723637,0.08222666698237448,0.002795136921969296,0.01732624668882672,0.0967577767492319,0.019475459581826803,0.7989880952380952,0.06257252296801459,1.0541055315777983,1.0492448329539596
loco,FIFA World Cup 2022,GBM_GEO,1382,150,0.26276908235150204,0.07666668010677392,0.00344153446552721,0.02353263110798519,0.0967577767492319,0.024276645342858796,0.8330465367965367,0.10437099429446944,1.0798299206433721,1.0790867266483384
loco,FIFA World Cup 2022,statsbomb_xg,1382,150,0.2695830104316363,0.07742587945592373,0.0030359939249776924,0.022367891218285862,0.0967577767492319,0.019375075312970832,0.8170616883116883,0.1341966637525814,1.068259018697278,1.1038796305340786
loco,Frauen Bundesliga 2023/2024,GLM_LOC,3152,367,0.29832746931189985,0.08704604945415778,0.0017162403328614267,0.017547322310845687,0.10287713143214204,0.015019662181212005,0.7911940670876972,0.0694769986247009,1.050349783350586,1.0545569692689436
loco,Frauen Bundesliga 2023/2024,GLM_GEO,3152,367,0.28326984504197,0.08164764255365052,0.0013127161218715183,0.02254220500036304,0.10287713143214204,0.012769292752424726,0.8087731570940078,0.10090014210394437,0.9788461540026834,1.0744199861414045
loco,Frauen Bundesliga 2023/2024,GBM_LOC,3152,367,0.2960660066827183,0.0865845617200486,0.0017323714733158552,0.0180249411854093,0.10287713143214204,0.014150810554645194,0.7931028916098797,0.06820156852166838,1.0491912045716862,1.053241477554726
loco,Frauen Bundesliga 2023/2024,GBM_GEO,3152,367,0.2792139137160094,0.08016128496442675,0.0018447503406143484,0.024560596808329643,0.10287713143214204,0.017499901768999227,0.8136582215938831,0.11165062287577336,1.0090418224199622,1.0823337680243774
loco,Frauen Bundesliga 2023/2024,statsbomb_xg,3152,367,0.28617489156318104,0.08194135973255891,0.0021365816754596034,0.023072353375042737,0.10287713143214204,0.01763122156232355,0.8049799676155347,0.10440951623381146,1.0038433501377713,1.077847907388017
loco,Indian Super league 2021/2022,GLM_LOC,2881,298,0.29102518431769253,0.08166804157293361,0.0017076420082311056,0.012776837700936072,0.09273723726563858,0.019249414540626814,0.7460947548114023,0.131869515074155,0.8519619189888775,1.1073255595892224
loco,Indian Super league 2021/2022,GLM_GEO,2881,298,0.2785938625584246,0.07880149199795446,0.0018682830749827684,0.015804028342666893,0.09273723726563858,0.019215725580105522,0.7818181345763602,0.15101821205549143,0.8427078688120097,1.1166376996300944
loco,Indian Super league 2021/2022,GBM_LOC,2881,298,0.2908898181018188,0.0812519213010836,0.001772722708408364,0.013258038672963351,0.09273723726563858,0.022422766731571626,0.7453854188589825,0.1371383750262555,0.8331376054727678,1.1108601713185562
loco,Indian Super league 2021/2022,GBM_GEO,2881,298,0.27860852773321537,0.07879872849071948,0.0019076615485230375,0.01584617032344214,0.09273723726563858,0.02266073452347323,0.7828470614523978,0.16482124658838537,0.8275503765398746,1.1258777097102468
loco,Indian Super league 2021/2022,statsbomb_xg,2881,298,0.2800079696169221,0.07895013668562821,0.0013258345267801175,0.015112935106790487,0.09273723726563858,0.01692806394196531,0.7749339382176179,0.149987919308919,0.8586186140542569,1.1160957343499618
loco,La Liga 2015/2016,GLM_LOC,8661,916,0.2755953892126851,0.08010508450263643,0.001070204059172561,0.01554109267455403,0.0945759731180179,0.016406512577438578,0.8039111724425674,0.09503605749300349,1.1216979901078765,1.0769314868904893
loco,La Liga 2015/2016,GLM_GEO,8661,916,0.25711263277441315,0.07452286517895437,0.0007841471352928314,0.020837255074356353,0.0945759731180179,0.010319654926134215,0.8334319084576328,0.0021940958905512973,1.0730234669206304,1.0015859388577217
loco,La Liga 2015/2016,GBM_LOC,8661,916,0.27309084707759634,0.07959755312840501,0.0010366192829653759,0.01601503927257826,0.0945759731180179,0.016264907798848743,0.8100313344854125,0.10139316264979287,1.1293834247959318,1.0821222367836658
loco,La Liga 2015/2016,GBM_GEO,8661,916,0.25536886730913955,0.07390159491169275,0.0007956413064568735,0.021470019512782018,0.0945759731180179,0.010291157685199372,0.8363258730100558,-0.009820541724581298,1.08187407236215,0.9929652274825932
loco,La Liga 2015/2016,statsbomb_xg,8661,916,0.25557615598011846,0.07405770149198457,0.0010641742546582261,0.021582445880691553,0.0945759731180179,0.015057419666887237,0.8380136783556654,0.04419868475650379,1.1038146702038913,1.0324162972431281
loco,Liga F 2023/2024,GLM_LOC,5938,686,0.2993027860020343,0.08687093024627916,0.0012844896729465732,0.01659415897781688,0.10218059955114947,0.014818785020853058,0.7886592973605502,0.15190076541358885,0.9952418954773791,1.1230394309988352
loco,Liga F 2023/2024,GLM_GEO,5938,686,0.28019182717277125,0.08217887889420183,0.001567708633419887,0.021569429290367523,0.10218059955114947,0.017841574355836384,0.8265808499441556,0.18761194477561127,1.016038411830236,1.1452471173999246
loco,Liga F 2023/2024,GBM_LOC,5938,686,0.2923891319755116,0.08588931482149759,0.001193803582646008,0.01748508831229789,0.10218059955114947,0.015295285178213934,0.8007665828816566,0.1386713780368215,1.0614324549287915,1.1115904128550795
loco,Liga F 2023/2024,GBM_GEO,5938,686,0.27471822438305576,0.08095742731797355,0.0014221176745664726,0.022645289907742394,0.10218059955114947,0.01786855266929437,0.8332774519883028,0.17054436712256002,1.0627974859736053,1.130309108985507
loco,Liga F 2023/2024,statsbomb_xg,5938,686,0.2813817722274768,0.08206326782581523,0.0014720180611418332,0.021589349786476073,0.10218059955114947,0.01797861105584369,0.8197760009237075,0.17182812767809477,1.032087737809196,1.1321801444050748
loco,Ligue 1 2015/2016,GLM_LOC,8260,825,0.272614088126481,0.07764899854397841,0.0009579030214833251,0.013212037520437689,0.08990313304293278,0.01266288487340127,0.782419840639074,0.13692741215042226,1.0485344749850722,1.1151014132154564
loco,Ligue 1 2015/2016,GLM_GEO,8260,825,0.25543833147626405,0.07245294976383478,0.000981798417122287,0.01843198169622029,0.08990313304293278,0.013018605556723446,0.8147110920910517,-0.03463168376376246,1.0593007485182822,0.9744369703091647
loco,Ligue 1 2015/2016,GBM_LOC,8260,825,0.27236095645535097,0.07745006306881458,0.001023083881053613,0.013476153855171813,0.08990313304293278,0.01392187098326275,0.7812452976299648,0.1266688153652848,1.016726567807059,1.1051800624966304
loco,Ligue 1 2015/2016,GBM_GEO,8260,825,0.25329323596767284,0.0718777296625714,0.0009561965472211775,0.018981599927582554,0.08990313304293278,0.010550204588831043,0.8177168592447678,-0.023829084744541325,1.047484939412141,0.9825580131621803
loco,Ligue 1 2015/2016,statsbomb_xg,8260,825,0.25669231709676416,0.072833084598796,0.0007084553815669831,0.017778503825703756,0.08990313304293278,0.00970510811158366,0.8126530129811904,0.0641946526906477,1.0263792683627886,1.0485932184677766
loco,NWSL 2023,GLM_LOC,3419,294,0.2565942920731051,0.07123055543599009,0.0019144902553793336,0.009279700733951832,0.07859576591456259,0.021352707966708184,0.7643303401360546,-0.25042929273139536,0.9607670919250292,0.8188382322824843
loco,NWSL 2023,GLM_GEO,3419,294,0.24239969278875098,0.06748290637906867,0.0013497135907265256,0.012462573126220441,0.07859576591456259,0.014622486955167777,0.7942345578231294,-0.1600259721447963,0.9827893073773997,0.8839255459969085
loco,NWSL 2023,GBM_LOC,3419,294,0.25697057976408866,0.07177707247119283,0.0019724293539377935,0.008791122797307552,0.07859576591456259,0.021145101436010477,0.7659080272108844,-0.26401229655967673,0.945133526188535,0.8105732091819631
loco,NWSL 2023,GBM_GEO,3419,294,0.24186483816377674,0.0675097603619757,0.0015006410169184081,0.012586646569505297,0.07859576591456259,0.01406893843745989,0.7969284353741495,-0.15514555753018908,0.9566492627754505,0.8886223957519331
loco,NWSL 2023,statsbomb_xg,3419,294,0.2402014970551386,0.06606174707966135,0.0016243570495732829,0.014158375884474522,0.07859576591456259,0.018216837540165978,0.794640544217687,-0.1269270171062303,1.0496720177753283,0.9060357972703904
loco,Premier League 2015/2016,GLM_LOC,9415,888,0.26632685184584165,0.07539960357124986,0.0007691223806469,0.01079129155934773,0.08542177274995069,0.0088587730643913,0.7749761753074758,-0.027156516435711764,0.9887787595722369,0.9787471632878499
loco,Premier League 2015/2016,GLM_GEO,9415,888,0.25528779885490477,0.07223784648325822,0.0007588252555091601,0.013942751522201632,0.08542177274995069,0.009367152284385215,0.7995923389086284,-0.08160901822663569,0.9455983631245857,0.9410045106698394
loco,Premier League 2015/2016,GBM_LOC,9415,888,0.26527646246173403,0.07521402438498476,0.0006933911550312533,0.010901139519997188,0.08542177274995069,0.008883685840401995,0.7782296853555795,-0.011207058461431626,0.9833423490698022,0.9911849483550226
loco,Premier League 2015/2016,GBM_GEO,9415,888,0.2531965121085211,0.07173970281159855,0.0007930480696986264,0.014475118008050764,0.08542177274995069,0.00971514644173098,0.8038873868591239,-0.0712419286521968,0.9432785710734233,0.9489134388656703
loco,Premier League 2015/2016,statsbomb_xg,9415,888,0.2515270134050655,0.07084981895555395,0.0006888663981774179,0.01526082019257416,0.08542177274995069,0.010560500685448096,0.8046192301718864,0.0065443114200385705,1.0180110134112392,1.0049312751254733
loco,Serie A 2015/2016,GLM_LOC,9396,824,0.24098381478769035,0.06775688517730882,0.0008309107193348597,0.013080172918489952,0.08000614737646392,0.012499167361643778,0.8080812614110516,0.053963320874471955,1.151763977049813,1.0442801314716978
loco,Serie A 2015/2016,GLM_GEO,9396,824,0.22619616215554697,0.06404911833325778,0.0008383284391370871,0.016795357482343218,0.08000614737646392,0.014037823615933769,0.8397697232805839,-0.042175917398178844,1.1130116547612263,0.9687366791798553
loco,Serie A 2015/2016,GBM_LOC,9396,824,0.2392746913619544,0.06737627804972292,0.0007899770826249874,0.013419846409365985,0.08000614737646392,0.011599233276129946,0.8123054741334397,0.048547910367109405,1.150342321919867,1.039599366794979
loco,Serie A 2015/2016,GBM_GEO,9396,824,0.22494839228449587,0.06372812167339517,0.0008158192475632292,0.017093844950631973,0.08000614737646392,0.011802279427252387,0.8419089415074594,-0.02979597209655437,1.0772434719123845,0.9781939341979755
loco,Serie A 2015/2016,statsbomb_xg,9396,824,0.22720302221018482,0.06409961216249273,0.0009648281691281013,0.01687136338309929,0.08000614737646392,0.01535281195135013,0.8378123598394411,0.028987716149637254,1.10159376775592,1.0219762995322716
loco,Serie A Women 2023/2024,GLM_LOC,3560,349,0.26947723274538643,0.07666074157043229,0.0014720891278799525,0.013234447544823003,0.08842309998737534,0.01418382046168696,0.7828421998520487,-0.08123101426459885,1.051613016306607,0.9380786898467901
loco,Serie A Women 2023/2024,GLM_GEO,3560,349,0.257055027318135,0.07354260875453746,0.0015548044407102113,0.016435295673548095,0.08842309998737534,0.015091939444342553,0.8087948036789725,0.09038976991488848,1.03072236181077,1.0710527518910353
loco,Serie A Women 2023/2024,GBM_LOC,3560,349,0.26661130300081975,0.07572241216431877,0.0012031739503568645,0.013903861773413434,0.08842309998737534,0.012578990450552245,0.7882980156856936,-0.08291950912890356,1.0684641984123247,0.9370012547894977
loco,Serie A Women 2023/2024,GBM_GEO,3560,349,0.25557433339539204,0.07293780049762202,0.0013644529507743086,0.016849752440527624,0.08842309998737534,0.014888374449199514,0.8110033650444077,0.08848783154542528,1.0321997111343528,1.0688786078646169
loco,Serie A Women 2023/2024,statsbomb_xg,3560,349,0.2553688906209631,0.07214914341341287,0.0017191763908788044,0.01799313296484127,0.08842309998737534,0.019134459295217957,0.8109748099075617,0.0781108267282157,1.1164519853963133,1.0617073868375344
loco,UEFA Euro 2020,GLM_LOC,1193,121,0.27601980305925844,0.07786906883330964,0.002584917197064329,0.01585380103401829,0.0911379526702636,0.01876193092318177,0.7737294930307144,-0.017996342896596663,1.0204265701905106,0.986089815749009
loco,UEFA Euro 2020,GLM_GEO,1193,121,0.2601521896941549,0.07353609905182104,0.0024377358039852776,0.02003958942242784,0.0911379526702636,0.015565063843621402,0.8049602195633403,0.017440402103897832,1.003141374296159,1.0128500505596045
loco,UEFA Euro 2020,GBM_LOC,1193,121,0.27450499250134214,0.07793247557652214,0.003172519134681459,0.016377996228422925,0.0911379526702636,0.022695023405749706,0.7779889293203405,0.007158304425700653,1.0472963766176158,1.0056371376873245
loco,UEFA Euro 2020,GBM_GEO,1193,121,0.26046218798687654,0.07401622326648422,0.0026132655732654247,0.019734994977044812,0.0911379526702636,0.01488532901413147,0.809470210928827,0.022938216945969234,0.9960857071061329,1.0169191141874048
loco,UEFA Euro 2020,statsbomb_xg,1193,121,0.2556212492605803,0.07188750125321158,0.002608217841184479,0.0218586692582365,0.0911379526702636,0.017656652778286236,0.8103413716541261,0.03018875873853036,1.098827965337502,1.0225322883855588
loco,UEFA Euro 2024,GLM_LOC,1257,98,0.2459294386461684,0.06682537315683851,0.0025586625300191568,0.007618401796909258,0.07188511242372861,0.019325826634613057,0.7438414537514748,-0.23104745023209483,0.9033495644109308,0.8264565592824471
loco,UEFA Euro 2024,GLM_GEO,1257,98,0.2309237259697104,0.06387677407939867,0.0021895861661157118,0.010197924510445655,0.07188511242372861,0.014714982965613573,0.7888221725273371,-0.15688642030745223,0.9409048863231001,0.8833176186583189
loco,UEFA Euro 2024,GBM_LOC,1257,98,0.24286096105742466,0.06626607490996106,0.0025364141026595483,0.008155451616427098,0.07188511242372861,0.02259521388196896,0.7543492806958849,-0.23426519247010627,0.9468827362761542,0.8244156671899951
loco,UEFA Euro 2024,GBM_GEO,1257,98,0.2321863004638482,0.06454991914053355,0.002640532871082797,0.009975726154277852,0.07188511242372861,0.01684784215290424,0.7885316335334824,-0.17724580929030204,0.9174024840659235,0.8702931427427774
loco,UEFA Euro 2024,statsbomb_xg,1257,98,0.23215455389635498,0.06377053032806525,0.0019824918950430565,0.010097073990706418,0.07188511242372861,0.014870763751043013,0.7820473314433624,-0.14258510716089776,0.9605215031140741,0.8930887917657842
loco,UEFA Women's Euro 2022,GLM_LOC,861,82,0.2712115767728449,0.07806856015275683,0.0036056798536678453,0.011704920154425771,0.08616780045351476,0.02597788608573131,0.7825385891856351,-0.18324170304275708,0.9936219521343507,0.8654829712615689
loco,UEFA Women's Euro 2022,GLM_GEO,861,82,0.24456689932312226,0.06999754551726248,0.0032947308985183804,0.01946498583477066,0.08616780045351476,0.019146834333188534,0.8289708506841166,-0.04053153073897047,1.0822404320659516,0.9701871545939345
loco,UEFA Women's Euro 2022,GBM_LOC,861,82,0.26740032746910025,0.07739819068878469,0.003886572894674964,0.012656182659405033,0.08616780045351476,0.026892450792660595,0.7947885030840038,-0.17109196492276899,1.00330713839633,0.8747765827451522
loco,UEFA Women's Euro 2022,GBM_GEO,861,82,0.24065310279451085,0.06949056992909113,0.004185099968329012,0.020862330492752643,0.08616780045351476,0.030794300659562335,0.8438899151507562,-0.056151408806268135,1.1181805050910696,0.9591833014859181
loco,UEFA Women's Euro 2022,statsbomb_xg,861,82,0.2442275166232567,0.0700706570685357,0.0035887175827126194,0.019685860967691676,0.08616780045351476,0.028636899296375515,0.8379880397006794,-0.051841057143112795,1.1561842820944106,0.9616387786652024
loco,UEFA Women's Euro 2025,GLM_LOC,851,95,0.3072287430607509,0.08958478332438602,0.003154474705438559,0.01274105402761061,0.09917136264655807,0.01782169491031918,0.7512949039264829,0.005060625697298445,0.9200710059488955,1.0039657050923023
loco,UEFA Women's Euro 2025,GLM_GEO,851,95,0.2938120236080365,0.08485243095451597,0.0027866497711513116,0.01710558146319341,0.09917136264655807,0.022116958217287225,0.7790726817042606,0.14360743353773978,0.913872536867418,1.1132991962554892
loco,UEFA Women's Euro 2025,GBM_LOC,851,95,0.3019557856232354,0.08774934503429553,0.0024357925205090725,0.013857810132771611,0.09917136264655807,0.016886471971984975,0.760428849902534,-0.0032801364476072272,1.0049514532790522,0.9974204968465851
loco,UEFA Women's Euro 2025,GBM_GEO,851,95,0.28853790263387197,0.08322118236999558,0.0033456672333837256,0.019295847509946215,0.09917136264655807,0.021200523069175033,0.7879142300194932,0.13558797043091858,0.9645879575505808,1.1062803734904352
loco,UEFA Women's Euro 2025,statsbomb_xg,851,95,0.28777913647964903,0.08335028472527883,0.003788519031862947,0.019609596953142183,0.09917136264655807,0.022881897226402517,0.7914508493455862,0.17825590969082888,1.060309670622778,1.1457973509908521
loco,Women's World Cup 2019,GLM_LOC,1243,117,0.24939323465983296,0.07126440947801203,0.0027260652503192373,0.01672885441778703,0.08526719864547982,0.021632911001891825,0.817924428048762,-0.19748565456666142,1.086159141848609,0.8611561384371992
loco,Women's World Cup 2019,GLM_GEO,1243,117,0.2287384963717308,0.06508777171365847,0.002011824411306651,0.022191251343128007,0.08526719864547982,0.014547318366530818,0.8486891044617509,-0.022406280045396926,1.1190376914707691,0.98394402097345
loco,Women's World Cup 2019,GBM_LOC,1243,117,0.2521991966849827,0.07152464616311906,0.0025525520757158082,0.016295104558076576,0.08526719864547982,0.02352265169480054,0.8105160085621897,-0.17436893270886608,1.0836625238273667,0.8746720232850344
loco,Women's World Cup 2019,GBM_GEO,1243,117,0.22893496285317635,0.06464576203323018,0.0026219220675532742,0.02324335867980292,0.08526719864547982,0.015926037888793376,0.8456984105296715,-0.057683417928506085,1.0972737177748753,0.9596298611425674
loco,Women's World Cup 2019,statsbomb_xg,1243,117,0.23899145113395062,0.06809505138502722,0.0025464266840462407,0.019718573944498843,0.08526719864547982,0.020795251941649863,0.8364682485464012,0.017195136969977275,1.2125222837679022,1.0132111980011687
loco,Women's World Cup 2023,GLM_LOC,1566,134,0.25277146706822534,0.06970741728006787,0.0021782866965024267,0.010717257787454124,0.07824638837101956,0.020538807980471807,0.7656601767697824,-0.21990822297174156,0.9700734335643512,0.8391067750152046
loco,Women's World Cup 2023,GLM_GEO,1566,134,0.22991317983271134,0.06381894451092292,0.001901353775378825,0.01632879763547547,0.07824638837101956,0.015733799289138265,0.8143760943883933,-0.09044900029646374,1.0479218786737208,0.9336865213744373
loco,Women's World Cup 2023,GBM_LOC,1566,134,0.25137544133589823,0.06906032555670535,0.002298086998647253,0.011484149812961461,0.07824638837101956,0.02176840356489722,0.7651181939464687,-0.22630254018976023,0.9766913003736092,0.83503721963965
loco,Women's World Cup 2023,GBM_GEO,1566,134,0.22742535952374718,0.06266103311018228,0.0019553643433612017,0.01754071960419848,0.07824638837101956,0.017669638455858092,0.8172840406904027,-0.10010936150468464,1.0720250200366905,0.9270598627402584
loco,Women's World Cup 2023,statsbomb_xg,1566,134,0.23388177088946827,0.06347261374818644,0.0019801721102543496,0.01675394673308747,0.07824638837101956,0.016638763555869365,0.7985335195530727,-0.08531953320142158,1.07226488403111,0.9363553153730876
loco_sub,African Cup of Nations 2023,GLM_LOC,1087,94,0.25426633902415124,0.07170265284877415,0.0032155802617711005,0.010511276218695145,0.0789983488056982,0.021055325952060104,0.7714105118810396,-0.14092262711298237,0.9401275120221311,0.8938916767163125
loco_sub,African Cup of Nations 2023,GLM_GEO,1087,94,0.23900552156760735,0.06756758612911658,0.0033830256284173577,0.014813788304998979,0.0789983488056982,0.02007411105741071,0.8104818838250734,-0.16417926342767739,0.9544730402271561,0.8836741909890916
loco_sub,African Cup of Nations 2023,GBM_LOC,1087,94,0.2560597020428937,0.07238584877689282,0.0036471061048208436,0.010259606133626226,0.0789983488056982,0.024191014915713148,0.7720318827537443,-0.15168268247708702,0.9038671021137223,0.8864869315447823
loco_sub,African Cup of Nations 2023,GBM_GEO,1087,94,0.2395742490992005,0.06788932629441691,0.0030883456197370734,0.014197368131018365,0.0789983488056982,0.021004494437084412,0.8112532407704999,-0.1646424485387822,0.9313984448770316,0.8846769620270896
loco_sub,African Cup of Nations 2023,statsbomb_xg,1087,94,0.2415078692831027,0.0678946468081455,0.0026872621243571038,0.013790964121909804,0.0789983488056982,0.021580999058660608,0.8041931820616657,-0.0680719950951533,0.9751347279487862,0.9492420044947613
loco_sub,Copa America 2024,GLM_LOC,709,62,0.26925197651825783,0.07499933360138887,0.0027162615866332673,0.00751703978576998,0.07980011180052558,0.020129862603874456,0.7380216383307573,-0.0459532721790629,0.8581604817678938,0.9627905173705316
loco_sub,Copa America 2024,GLM_GEO,709,62,0.24701094457819933,0.07053382462964423,0.0031130735735743903,0.012379360744455739,0.07980011180052558,0.016720128985301393,0.8010171012614049,-0.09019858590706194,0.9742575558903125,0.9317985169513859
loco_sub,Copa America 2024,GBM_LOC,709,62,0.264857082501673,0.07444976026050212,0.0040518010963043055,0.009402152636327765,0.07980011180052558,0.027223650035185974,0.7537518073490552,-0.08757563051920929,0.9132084960662427,0.9306723043177283
loco_sub,Copa America 2024,GBM_GEO,709,62,0.24230939960456715,0.06848962693891932,0.0033954292797473834,0.014705914141353651,0.07980011180052558,0.019262573097784612,0.8070000498579051,-0.1184347915060332,1.0274349084570633,0.9119416111822353
loco_sub,Copa America 2024,statsbomb_xg,709,62,0.24509086575074857,0.06870154982738326,0.0038265707719546405,0.014925132745096964,0.07980011180052558,0.021340716441521624,0.791319738744578,-0.05593495142310627,0.9913607863682722,0.957464865088184
loco_sub,FA Women's Super League 2018/2019,GLM_LOC,2696,285,0.305800062691502,0.0871034533315881,0.0035176260143247456,0.010951276778044347,0.0945371040953077,0.02582062190892313,0.754818194386838,-0.16924041523872188,0.7048621570315159,0.8833932687509287
